Name,variable,value,score
Armenia,Population in urban agglomerations of more than 1 million (% of total population),36.60,9.00
Antigua and Barbuda,Population in urban agglomerations of more than 1 million (% of total population),,
Australia,Population in urban agglomerations of more than 1 million (% of total population),60.87,10.00
Austria,Population in urban agglomerations of more than 1 million (% of total population),21.48,5.00
Azerbaijan,Population in urban agglomerations of more than 1 million (% of total population),22.99,6.00
Burundi,Population in urban agglomerations of more than 1 million (% of total population),,
Belgium,Population in urban agglomerations of more than 1 million (% of total population),26.98,7.00
Benin,Population in urban agglomerations of more than 1 million (% of total population),,
Burkina Faso,Population in urban agglomerations of more than 1 million (% of total population),12.82,3.00
Bangladesh,Population in urban agglomerations of more than 1 million (% of total population),15.12,3.00
Bulgaria,Population in urban agglomerations of more than 1 million (% of total population),18.11,4.00
Bahrain,Population in urban agglomerations of more than 1 million (% of total population),,
Bahamas,Population in urban agglomerations of more than 1 million (% of total population),,
Bosnia and Herzegovina,Population in urban agglomerations of more than 1 million (% of total population),,
Belarus,Population in urban agglomerations of more than 1 million (% of total population),21.13,5.00
Belize,Population in urban agglomerations of more than 1 million (% of total population),,
Bermuda,Population in urban agglomerations of more than 1 million (% of total population),,
Bolivia,Population in urban agglomerations of more than 1 million (% of total population),41.34,9.00
Brazil,Population in urban agglomerations of more than 1 million (% of total population),41.95,9.00
Barbados,Population in urban agglomerations of more than 1 million (% of total population),,
Brunei,Population in urban agglomerations of more than 1 million (% of total population),,
Bhutan,Population in urban agglomerations of more than 1 million (% of total population),,
Botswana,Population in urban agglomerations of more than 1 million (% of total population),,
Central African Republic,Population in urban agglomerations of more than 1 million (% of total population),,
Canada,Population in urban agglomerations of more than 1 million (% of total population),45.93,9.00
Switzerland,Population in urban agglomerations of more than 1 million (% of total population),16.10,4.00
Chile,Population in urban agglomerations of more than 1 million (% of total population),35.67,8.00
China,Population in urban agglomerations of more than 1 million (% of total population),27.89,7.00
Cote d'Ivoire,Population in urban agglomerations of more than 1 million (% of total population),19.63,5.00
Cameroon,Population in urban agglomerations of more than 1 million (% of total population),28.03,7.00
Democratic Republic of Congo,Population in urban agglomerations of more than 1 million (% of total population),24.10,6.00
Congo,Population in urban agglomerations of more than 1 million (% of total population),64.21,10.00
Colombia,Population in urban agglomerations of more than 1 million (% of total population),43.90,9.00
Cape Verde,Population in urban agglomerations of more than 1 million (% of total population),,
Costa Rica,Population in urban agglomerations of more than 1 million (% of total population),27.16,7.00
Cuba,Population in urban agglomerations of more than 1 million (% of total population),18.84,5.00
Curacao,Population in urban agglomerations of more than 1 million (% of total population),,
Cayman Islands,Population in urban agglomerations of more than 1 million (% of total population),,
Cyprus,Population in urban agglomerations of more than 1 million (% of total population),,
Czech Republic,Population in urban agglomerations of more than 1 million (% of total population),12.15,2.00
Germany,Population in urban agglomerations of more than 1 million (% of total population),9.58,2.00
Djibouti,Population in urban agglomerations of more than 1 million (% of total population),,
Dominica,Population in urban agglomerations of more than 1 million (% of total population),,
Denmark,Population in urban agglomerations of more than 1 million (% of total population),22.78,6.00
Dominican Republic,Population in urban agglomerations of more than 1 million (% of total population),29.85,8.00
Algeria,Population in urban agglomerations of more than 1 million (% of total population),6.38,1.00
Ecuador,Population in urban agglomerations of more than 1 million (% of total population),27.63,7.00
Egypt,Population in urban agglomerations of more than 1 million (% of total population),25.57,7.00
Eritrea,Population in urban agglomerations of more than 1 million (% of total population),,
Spain,Population in urban agglomerations of more than 1 million (% of total population),25.66,7.00
Estonia,Population in urban agglomerations of more than 1 million (% of total population),,
Ethiopia,Population in urban agglomerations of more than 1 million (% of total population),4.03,1.00
Finland,Population in urban agglomerations of more than 1 million (% of total population),23.18,6.00
Fiji,Population in urban agglomerations of more than 1 million (% of total population),,
France,Population in urban agglomerations of more than 1 million (% of total population),22.76,6.00
Faeroe Islands,Population in urban agglomerations of more than 1 million (% of total population),,
Gabon,Population in urban agglomerations of more than 1 million (% of total population),,
United Kingdom,Population in urban agglomerations of more than 1 million (% of total population),26.82,7.00
Georgia,Population in urban agglomerations of more than 1 million (% of total population),28.88,8.00
Ghana,Population in urban agglomerations of more than 1 million (% of total population),18.49,4.00
Gibraltar,Population in urban agglomerations of more than 1 million (% of total population),,
Guinea,Population in urban agglomerations of more than 1 million (% of total population),14.85,3.00
Gambia,Population in urban agglomerations of more than 1 million (% of total population),,
Guinea-Bissau,Population in urban agglomerations of more than 1 million (% of total population),,
Equatorial Guinea,Population in urban agglomerations of more than 1 million (% of total population),,
Greece,Population in urban agglomerations of more than 1 million (% of total population),29.42,8.00
Grenada,Population in urban agglomerations of more than 1 million (% of total population),,
Greenland,Population in urban agglomerations of more than 1 million (% of total population),,
Guatemala,Population in urban agglomerations of more than 1 million (% of total population),16.53,4.00
Guam,Population in urban agglomerations of more than 1 million (% of total population),,
Guyana,Population in urban agglomerations of more than 1 million (% of total population),,
Honduras,Population in urban agglomerations of more than 1 million (% of total population),14.22,3.00
Croatia,Population in urban agglomerations of more than 1 million (% of total population),,
Haiti,Population in urban agglomerations of more than 1 million (% of total population),23.71,6.00
Hungary,Population in urban agglomerations of more than 1 million (% of total population),18.01,4.00
Indonesia,Population in urban agglomerations of more than 1 million (% of total population),13.38,3.00
Isle of Man,Population in urban agglomerations of more than 1 million (% of total population),,
India,Population in urban agglomerations of more than 1 million (% of total population),15.44,3.00
Ireland,Population in urban agglomerations of more than 1 million (% of total population),24.75,6.00
Iran,Population in urban agglomerations of more than 1 million (% of total population),25.99,7.00
Iraq,Population in urban agglomerations of more than 1 million (% of total population),25.08,7.00
Iceland,Population in urban agglomerations of more than 1 million (% of total population),,
Israel,Population in urban agglomerations of more than 1 million (% of total population),57.92,10.00
Italy,Population in urban agglomerations of more than 1 million (% of total population),18.74,5.00
Jamaica,Population in urban agglomerations of more than 1 million (% of total population),,
Jordan,Population in urban agglomerations of more than 1 million (% of total population),20.74,5.00
Japan,Population in urban agglomerations of more than 1 million (% of total population),64.63,10.00
Kazakhstan,Population in urban agglomerations of more than 1 million (% of total population),15.85,4.00
Kenya,Population in urban agglomerations of more than 1 million (% of total population),10.90,2.00
Kyrgyzstan,Population in urban agglomerations of more than 1 million (% of total population),,
Cambodia,Population in urban agglomerations of more than 1 million (% of total population),12.01,2.00
Saint Kitts and Nevis,Population in urban agglomerations of more than 1 million (% of total population),,
South Korea,Population in urban agglomerations of more than 1 million (% of total population),50.15,10.00
Kuwait,Population in urban agglomerations of more than 1 million (% of total population),72.25,10.00
Laos,Population in urban agglomerations of more than 1 million (% of total population),,
Lebanon,Population in urban agglomerations of more than 1 million (% of total population),34.83,8.00
Liberia,Population in urban agglomerations of more than 1 million (% of total population),29.43,8.00
Libya,Population in urban agglomerations of more than 1 million (% of total population),17.34,4.00
Saint Lucia,Population in urban agglomerations of more than 1 million (% of total population),,
Liechtenstein,Population in urban agglomerations of more than 1 million (% of total population),,
Sri Lanka,Population in urban agglomerations of more than 1 million (% of total population),,
Lithuania,Population in urban agglomerations of more than 1 million (% of total population),,
Luxembourg,Population in urban agglomerations of more than 1 million (% of total population),,
Latvia,Population in urban agglomerations of more than 1 million (% of total population),,
Morocco,Population in urban agglomerations of more than 1 million (% of total population),21.73,6.00
Monaco,Population in urban agglomerations of more than 1 million (% of total population),,
Moldova,Population in urban agglomerations of more than 1 million (% of total population),,
Madagascar,Population in urban agglomerations of more than 1 million (% of total population),11.65,2.00
Maldives,Population in urban agglomerations of more than 1 million (% of total population),,
